SEQN,SDDSRVYR,RIDSTATR,RIDEXMON,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDAGEEX,RIDRETH1,DMQMILIT,DMDBORN2,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDSCHOL,DMDMARTL,DMDHHSIZ,DMDFMSIZ,INDHHIN2,INDFMIN2,INDFMPIR,RIDEXPRG,DMDHRGND,DMDHRAGE,DMDHRBR2,DMDHREDU,DMDHRMAR,DMDHSEDU,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANG,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA
54711,6,2,1,1,41,502,503,1,1,1,1,0,0,2,0,3,1,1,9,9,5,0,1,41,1,2,3,0,1,2,2,1,2,2,1,2,2,1,17990,18834,1,85
54712,6,2,2,2,8,97,99,4,0,1,1,0,2,0,2,0,5,5,5,5,0,0,2,49,1,3,1,0,1,1,2,1,2,2,0,0,0,0,11151,11476,2,84
54713,6,2,2,1,48,586,587,3,2,1,1,0,0,2,0,5,5,5,6,6,1,0,1,48,1,2,5,0,1,2,2,1,2,2,1,2,2,1,13942,14144,1,80
54714,6,1,0,2,4,58,0,4,0,1,1,0,0,0,0,0,6,6,15,15,5,0,2,37,1,5,1,4,1,1,2,1,2,2,0,0,0,0,13475,0,2,88
54715,6,2,2,1,15,188,189,3,0,1,1,0,8,0,1,0,6,6,77,77,0,0,1,49,1,5,1,3,1,1,2,1,2,2,1,2,2,1,52386,53352,2,79
54716,6,2,1,2,21,255,256,4,2,1,1,0,0,4,0,6,3,3,3,3,0,2,2,21,1,4,6,0,1,2,2,1,2,2,0,0,0,0,35025,35182,1,83
54717,6,2,1,2,51,621,622,4,2,1,1,0,0,3,0,3,3,3,6,6,1,0,2,51,1,3,3,0,1,2,2,1,2,2,1,2,2,1,29527,31093,1,83
54718,6,2,1,1,8,100,101,3,0,1,1,0,0,0,0,0,4,4,5,5,1,0,1,49,1,3,1,3,1,1,2,1,2,2,1,2,2,0,22243,22606,2,80
54719,6,2,1,2,35,428,429,4,2,1,1,0,0,5,0,1,5,5,9,9,2,2,2,35,1,5,1,3,1,2,2,1,2,2,1,2,2,1,20775,21275,1,84
54720,6,2,2,2,66,796,797,1,2,1,1,0,0,2,0,1,2,2,77,77,0,0,1,64,1,1,1,2,1,2,2,1,2,2,1,2,2,1,5428,5704,2,89
54721,6,2,2,1,50,604,604,1,2,2,2,7,0,2,0,1,6,6,12,12,0,0,1,50,2,2,1,4,2,2,2,2,2,2,1,2,2,1,10202,10552,1,76
54722,6,2,2,2,20,249,250,4,2,1,1,0,0,2,0,5,7,7,5,5,0,2,2,38,1,2,5,0,1,2,2,1,2,2,1,2,2,1,24507,23856,1,86
54723,6,2,1,1,2,28,29,1,0,1,1,0,0,0,0,0,4,4,5,5,1,0,1,28,1,2,1,2,1,1,2,1,2,2,0,0,0,0,8542,9128,1,81
54724,6,2,1,1,1,22,22,5,0,1,1,0,0,0,0,0,3,3,15,15,5,0,2,32,1,5,1,5,1,1,2,1,2,2,0,0,0,0,23456,24150,1,85
54725,6,2,2,1,62,746,747,3,1,1,1,0,0,4,0,3,1,1,6,6,2,0,1,62,1,4,3,0,1,2,2,1,2,2,1,2,2,1,66918,67282,2,79
54726,6,2,1,2,14,174,175,4,0,1,1,0,7,0,1,0,4,4,9,9,2,0,1,68,1,2,1,4,1,1,2,1,2,2,1,2,2,1,14569,14484,1,84
54727,6,2,1,2,0,11,13,2,0,1,1,0,0,0,0,0,3,3,9,9,3,0,1,36,1,4,1,5,1,1,2,1,2,2,0,0,0,0,5630,5765,1,81
54728,6,2,2,2,21,254,255,3,2,1,1,0,0,4,0,5,6,1,15,1,0,2,2,22,1,4,5,0,1,2,2,1,2,2,1,2,2,1,22182,22601,1,79
54729,6,2,1,2,4,52,53,1,0,1,1,0,0,0,0,0,5,5,13,13,0,0,2,30,2,1,1,1,2,1,2,2,2,2,0,0,0,0,12708,14020,2,85
54730,6,2,2,2,78,943,944,3,2,1,1,0,0,3,0,2,1,1,3,3,1,0,2,78,1,3,2,0,1,2,2,1,2,2,1,2,2,0,20452,21736,1,77
54731,6,2,2,2,41,493,493,3,2,1,1,0,0,5,0,1,6,6,15,15,5,2,1,41,0,0,1,5,1,2,2,1,2,2,0,0,0,0,85149,86576,2,77
54732,6,2,1,2,36,440,441,3,2,1,1,0,0,3,0,6,3,3,4,4,0,2,1,37,5,3,6,0,1,2,2,1,2,2,1,2,2,1,22163,23007,2,83
54733,6,2,1,1,56,682,683,1,2,1,1,0,0,3,0,1,7,7,6,6,0,0,1,56,1,3,1,3,1,2,2,1,2,2,1,2,2,1,14373,14779,1,75
54734,6,2,2,1,65,780,781,3,2,1,1,0,0,5,0,1,2,2,14,14,5,0,1,65,1,5,1,5,1,2,2,1,2,2,1,2,2,1,53058,52696,1,80
54735,6,2,1,2,11,143,144,1,0,1,1,0,5,0,1,0,3,3,5,5,1,0,1,37,1,2,4,0,1,1,2,1,2,2,1,2,2,0,10664,10820,1,82
54736,6,2,1,1,17,210,211,1,2,1,1,0,10,0,1,0,7,1,1,1,0,0,1,18,1,2,0,0,1,2,2,1,1,2,1,2,2,1,9510,9929,3,86
54737,6,2,1,2,39,474,475,3,2,1,1,0,0,5,0,3,2,2,3,3,0,2,2,39,1,5,3,0,1,2,2,1,2,2,0,0,0,0,18985,19929,2,87
54738,6,2,2,1,67,808,809,3,2,1,1,0,0,4,0,1,2,2,14,14,5,0,1,67,1,4,1,4,1,2,2,1,2,2,1,2,2,1,57793,57398,2,81
54739,6,2,1,1,62,749,750,1,1,1,1,0,0,3,0,3,2,1,5,4,1,0,1,57,1,3,3,0,1,2,2,1,2,2,1,2,2,1,9286,9357,1,75
54740,6,2,1,2,51,617,618,3,1,1,1,0,0,5,0,1,2,2,8,8,3,0,2,51,1,5,1,3,1,2,2,1,2,2,1,2,2,1,106655,108048,2,79
54741,6,2,1,2,19,233,234,3,2,1,1,0,12,0,3,0,5,5,7,7,1,0,2,22,1,4,6,0,1,2,2,1,2,2,1,2,2,1,21514,22170,2,75
54742,6,2,1,2,2,29,30,3,0,1,1,0,0,0,0,0,3,3,9,9,3,0,1,36,1,5,1,5,1,1,2,1,2,2,0,0,0,0,35993,37257,2,83
54743,6,2,2,2,78,944,944,3,2,1,1,0,0,2,0,1,2,2,5,5,1,0,1,80,1,1,1,2,1,2,2,1,2,2,1,2,2,0,34681,34966,1,80
54744,6,2,2,1,70,848,849,3,1,1,1,0,0,3,0,1,2,2,8,8,3,0,2,69,1,3,1,3,1,2,2,1,2,2,1,2,2,0,33722,33645,2,76
54745,6,1,0,1,72,870,0,4,2,1,1,0,0,1,0,5,3,3,4,4,1,0,2,59,1,4,5,0,1,1,2,1,2,2,0,0,0,0,10680,0,1,84
54746,6,2,2,1,40,483,484,3,2,1,1,0,0,3,0,3,4,4,14,14,3,0,1,40,1,3,3,0,1,1,2,1,2,2,1,2,2,1,83342,84551,2,76
54747,6,2,1,1,20,241,242,4,2,1,1,0,0,4,0,5,4,1,99,3,0,0,1,20,1,4,5,0,1,2,2,1,2,2,1,2,2,1,23988,24702,1,84
54748,6,2,2,1,28,347,348,4,2,1,1,0,0,4,0,1,2,2,14,14,5,0,2,28,1,5,1,4,1,2,2,1,2,2,1,2,2,1,24706,25532,1,78
54749,6,2,1,1,4,51,52,1,0,1,1,0,0,0,0,0,3,3,5,5,1,0,2,32,1,2,77,0,1,1,2,1,2,2,0,0,0,0,11877,12691,1,82
54750,6,2,1,2,49,591,591,3,2,5,1,6,0,5,0,1,3,3,14,14,4,0,1,54,5,5,1,5,1,2,2,1,2,2,1,2,2,1,67888,69026,1,88
54751,6,2,1,1,3,43,44,4,0,1,1,0,0,0,0,0,2,2,1,1,0,0,2,28,1,3,5,0,1,1,2,1,2,2,0,0,0,0,15371,17892,2,82
54752,6,2,2,2,66,801,803,3,2,1,1,0,0,5,0,5,1,1,7,7,3,0,2,66,1,5,5,0,1,2,2,1,2,2,1,2,2,1,58118,58200,1,76
54753,6,2,1,1,15,189,189,4,0,1,1,0,9,0,1,0,4,4,3,3,0,0,2,40,1,4,5,0,1,1,2,1,2,2,1,2,2,1,20085,20464,2,82
54754,6,2,1,2,80,0,0,1,2,2,1,8,0,1,0,2,5,5,4,4,0,0,2,64,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8684,10343,1,88
54755,6,2,2,2,3,46,46,3,0,1,1,0,0,0,0,0,6,6,9,9,2,0,1,31,1,2,5,0,1,1,2,1,2,2,0,0,0,0,8562,9102,1,80
54756,6,2,2,2,12,155,155,3,0,1,1,0,6,0,1,0,6,6,7,7,1,0,1,40,1,4,1,4,1,1,2,1,2,2,0,0,0,0,15563,15964,1,78
54757,6,2,1,2,63,756,756,1,2,1,1,0,0,2,0,1,2,2,2,2,0,0,2,63,1,2,1,2,2,2,2,1,2,2,2,2,2,0,8526,8780,1,75
54758,6,2,1,2,71,853,854,3,2,5,1,9,0,5,0,1,2,2,15,15,5,0,1,70,1,5,1,5,1,2,2,1,2,2,1,2,2,0,32423,34310,2,88
54759,6,2,2,2,34,416,416,4,2,1,1,0,0,3,0,5,1,1,2,2,0,2,2,34,1,3,5,0,1,2,2,1,2,2,1,2,2,1,30812,32176,2,84
54760,6,2,2,1,75,903,904,3,1,1,1,0,0,1,0,3,1,1,3,3,1,0,1,75,1,1,3,0,1,2,2,1,2,2,1,2,2,0,8859,8948,1,85
54761,6,2,1,2,43,524,525,1,2,2,2,3,0,1,0,3,5,5,2,2,0,2,2,43,2,1,3,0,2,2,2,2,2,2,1,2,2,2,13972,14401,3,86
54762,6,2,1,1,3,39,40,3,0,1,1,0,0,0,0,0,4,4,5,5,0,0,1,36,1,4,1,5,1,1,2,1,2,2,0,0,0,0,11605,12271,2,82
54763,6,1,0,2,40,480,0,4,2,5,1,5,0,4,0,1,3,3,8,8,2,3,1,42,0,0,1,4,1,2,2,1,2,2,0,0,0,0,25579,0,1,78
54764,6,2,2,1,14,170,171,3,0,1,1,0,8,0,2,0,4,4,15,15,4,0,2,42,1,5,1,5,1,1,2,1,2,2,1,2,2,1,58253,59303,1,79
54765,6,2,2,1,10,127,128,1,0,1,1,0,4,0,2,0,6,6,8,8,1,0,1,42,1,3,1,4,1,1,2,1,2,2,1,2,2,0,9649,10020,2,80
54766,6,2,2,2,2,24,24,4,0,1,1,0,0,0,0,0,3,3,7,7,2,0,2,53,1,4,3,0,1,1,2,1,2,2,0,0,0,0,9448,9818,2,84
54767,6,2,2,2,23,285,285,1,2,2,2,77,0,1,0,6,5,3,99,99,0,2,1,24,2,2,5,0,2,2,2,2,2,2,2,2,2,2,18420,18331,1,78
54768,6,2,2,1,19,237,238,5,2,1,1,0,14,0,3,0,5,5,15,15,5,0,1,35,1,4,1,4,1,2,2,1,2,2,1,2,2,1,15518,16775,2,80
54769,6,2,2,1,64,768,769,3,1,1,1,0,0,5,0,1,4,4,7,7,1,0,2,59,1,5,1,5,1,2,2,1,2,2,1,2,2,1,18769,18572,2,76
54770,6,2,2,1,35,430,431,1,2,2,9,3,0,2,0,6,7,1,3,99,0,0,2,30,1,4,4,0,2,2,2,1,2,2,2,2,2,2,18147,19201,1,80
54771,6,2,1,2,65,781,782,2,2,4,1,7,0,1,0,4,1,1,2,2,0,0,2,65,4,1,4,0,2,2,2,2,2,2,1,2,2,2,7469,7445,2,82
54772,6,1,0,2,3,38,0,3,0,1,1,0,0,0,0,0,3,3,15,15,5,0,2,30,1,5,1,5,1,1,2,1,2,2,0,0,0,0,32668,0,1,84
54773,6,2,1,2,40,480,481,1,2,1,1,0,0,4,0,3,4,4,4,4,0,2,2,40,1,4,3,0,1,2,2,1,2,2,1,2,2,1,18922,19502,1,81
54774,6,2,2,2,2,27,28,3,0,1,1,0,0,0,0,0,3,3,6,6,1,0,1,35,1,5,1,5,1,1,2,1,2,2,0,0,0,0,27725,29474,1,78
54775,6,2,2,2,11,142,142,3,0,1,1,0,3,0,2,0,6,6,9,9,2,0,1,31,1,2,5,0,1,1,2,1,2,2,1,2,2,0,11573,11837,1,80
54776,6,2,2,1,80,0,0,4,1,1,1,0,0,3,0,1,2,2,10,10,4,0,1,80,1,3,1,4,1,2,2,1,2,2,1,2,2,0,11983,12868,2,81
54777,6,2,1,2,23,282,283,1,2,1,1,0,0,3,0,6,3,3,8,8,2,2,2,23,1,3,6,0,1,2,2,1,2,2,1,2,2,1,19336,19738,2,86
54778,6,2,1,2,13,167,167,1,0,2,2,3,7,0,1,0,7,7,6,6,0,0,1,66,2,1,5,0,2,1,2,2,2,2,1,2,2,1,12251,12643,1,88
54779,6,2,2,1,54,650,650,3,2,1,1,0,0,4,0,1,2,2,14,14,5,0,2,59,1,5,1,4,1,2,2,1,2,2,1,2,2,1,98924,102596,2,79
54780,6,2,1,1,72,871,872,5,1,1,1,0,0,4,0,1,2,2,8,8,3,0,1,72,1,4,1,4,1,2,2,1,2,2,1,2,2,0,31183,31112,1,85
54781,6,1,0,2,25,311,0,3,2,1,1,0,0,1,0,1,4,4,2,2,0,3,1,23,1,2,1,1,1,2,2,1,2,2,0,0,0,0,35500,0,2,75
54782,6,1,0,2,8,100,0,4,0,1,1,0,2,0,1,0,3,3,14,14,4,0,2,47,0,0,5,0,1,1,2,1,2,2,0,0,0,0,12149,0,2,88
54783,6,2,2,2,43,516,518,3,2,1,1,0,0,2,0,1,3,3,15,15,5,2,1,47,1,5,1,2,1,2,2,1,2,2,1,2,2,1,58197,59173,1,80
54784,6,2,1,2,65,781,782,3,2,5,1,8,0,2,0,1,2,2,15,15,5,0,1,65,1,5,1,2,1,2,2,1,2,2,1,2,2,1,60891,60234,1,85
54785,6,2,2,1,6,83,83,3,0,1,1,0,0,0,0,0,5,5,14,14,3,0,2,38,1,4,1,3,1,1,2,1,2,2,0,0,0,0,29403,29658,1,80
54786,6,2,1,2,14,171,171,2,0,2,2,3,7,0,1,0,7,7,0,0,0,0,2,31,2,2,1,0,2,1,2,0,0,0,1,2,2,1,12071,11964,2,85
54787,6,2,2,1,30,368,369,3,1,1,1,0,0,4,0,1,4,4,9,9,2,0,2,30,1,2,1,4,1,2,2,1,2,2,1,2,2,1,64580,65732,2,76
54788,6,2,2,1,70,849,849,3,2,1,1,0,0,1,0,1,2,2,4,4,1,0,2,75,1,4,1,1,1,2,2,1,2,2,1,2,2,0,11769,11970,2,75
54789,6,2,2,1,12,152,153,5,0,1,1,0,7,0,2,0,5,5,14,14,3,0,2,60,1,3,1,4,1,1,2,1,2,2,1,2,2,1,14703,14884,1,79
54790,6,2,2,1,54,659,660,4,2,5,2,3,0,1,0,1,4,4,4,4,0,0,1,54,5,1,1,2,1,2,2,1,2,2,1,2,2,1,18262,18163,1,78
54791,6,2,2,2,48,577,578,2,2,4,2,3,0,1,0,5,2,2,4,4,1,0,2,48,4,1,5,0,2,2,2,2,2,2,0,0,0,0,18337,19571,1,79
54792,6,2,1,1,5,62,63,3,0,1,1,0,0,0,0,0,5,5,15,15,5,0,2,36,1,5,1,5,1,1,2,1,2,2,0,0,0,0,40319,42633,2,83
54793,6,2,2,1,17,205,205,3,2,1,1,0,10,0,1,0,6,6,5,5,0,0,2,49,1,2,1,2,1,2,2,1,2,2,0,0,0,0,18893,19234,2,75
54794,6,2,2,1,59,710,711,3,2,1,1,0,0,4,0,1,2,2,12,12,0,0,2,58,1,3,1,4,1,2,2,1,2,2,1,2,2,1,87147,90382,1,79
54795,6,2,1,1,2,35,36,2,0,1,1,0,0,0,0,0,7,3,8,0,0,0,1,45,1,4,1,2,1,1,2,1,2,2,0,0,0,0,9032,8847,1,81
54796,6,2,1,2,4,48,49,1,0,1,1,0,0,0,0,0,4,4,13,13,0,0,1,22,1,3,1,2,1,1,2,1,2,2,0,0,0,0,12459,13745,1,82
54797,6,2,1,1,19,235,235,1,2,1,1,0,13,0,3,0,5,5,3,3,0,0,2,47,1,3,4,0,1,2,2,1,2,2,2,2,2,1,16459,16829,1,75
54798,6,1,0,2,11,132,0,1,0,1,1,0,5,0,1,0,5,5,77,77,0,0,2,30,1,5,1,0,1,1,2,1,2,2,0,0,0,0,12187,0,1,87
54799,6,2,1,1,3,47,48,4,0,1,1,0,0,0,0,0,2,2,8,8,3,0,2,47,1,5,5,0,1,1,2,1,2,2,0,0,0,0,13223,15392,2,87
54800,6,2,2,1,41,501,501,3,1,1,1,0,0,4,0,4,1,1,9,9,5,0,1,41,1,4,4,0,1,2,2,1,2,2,1,2,2,1,90639,93833,2,79
54801,6,2,2,1,2,26,27,3,0,1,1,0,0,0,0,0,2,2,1,1,0,0,2,25,1,4,3,0,1,1,2,1,2,2,0,0,0,0,9714,11870,2,76
54802,6,2,2,1,60,730,730,3,2,1,1,0,0,5,0,3,1,1,3,3,1,0,1,60,1,5,3,0,1,2,2,1,2,2,1,2,2,1,18440,19306,2,81
54803,6,2,1,1,63,756,757,3,1,1,1,0,0,4,0,3,1,1,6,6,2,0,1,63,1,4,3,0,1,2,2,1,2,2,1,2,2,1,51725,56375,1,88
54804,6,2,1,2,10,121,122,3,0,1,1,0,2,0,1,0,4,4,5,5,1,0,2,36,1,3,1,0,1,1,2,1,2,2,1,2,2,0,22489,22993,1,77
54805,6,2,1,1,3,45,45,4,0,1,1,0,0,0,0,0,7,7,8,8,1,0,2,56,1,5,2,0,1,1,2,1,2,2,0,0,0,0,11297,11098,2,86
54806,6,2,1,2,16,198,198,5,0,1,1,0,9,0,1,0,5,5,8,8,1,0,1,36,1,5,1,3,1,2,2,1,2,2,0,0,0,0,13272,14008,1,84
54807,6,2,1,2,2,26,26,3,0,1,1,0,0,0,0,0,2,2,4,4,1,0,2,31,1,4,5,0,1,1,2,1,2,2,0,0,0,0,10433,12818,2,80
54808,6,2,2,1,77,927,928,3,2,5,1,9,0,5,0,1,4,4,8,8,2,0,1,77,5,5,1,5,1,2,2,1,2,2,1,2,2,0,31503,31431,1,77
54809,6,2,1,2,11,138,139,4,0,1,1,0,3,0,1,0,6,6,5,5,0,0,2,29,1,2,5,0,1,1,2,1,2,2,1,2,2,0,14763,15194,2,82
54810,6,2,1,2,63,759,760,1,2,2,2,6,0,1,0,2,2,2,4,4,1,0,2,63,2,1,2,0,2,2,2,2,2,2,2,2,2,2,4997,5302,1,88
54811,6,2,1,1,30,360,361,1,2,1,1,0,0,1,0,6,6,6,99,99,0,0,1,30,1,1,6,0,1,2,2,1,2,2,1,2,2,1,25173,26792,2,86
54812,6,2,2,2,63,767,767,3,2,1,1,0,0,3,0,3,1,1,3,3,1,0,2,63,1,3,3,0,1,2,2,1,2,2,1,2,2,1,25270,26351,2,79
54813,6,2,1,1,66,796,797,5,2,5,2,2,0,5,0,1,5,5,6,6,1,0,2,31,5,5,1,5,1,2,2,1,2,2,1,2,1,0,19447,19243,2,87
54814,6,2,2,2,36,435,436,1,2,2,7,77,0,2,0,4,3,3,77,77,0,2,2,36,2,2,4,0,2,2,2,1,2,2,2,2,2,0,16037,16212,1,89
54815,6,2,1,1,14,174,175,1,0,2,2,3,8,0,1,0,6,6,6,6,0,0,2,37,2,3,1,1,2,1,2,2,2,2,1,2,2,1,10776,10941,2,86
54816,6,2,2,2,32,392,392,2,2,4,2,77,0,1,0,5,7,5,77,77,0,2,1,44,2,1,1,0,2,2,2,2,2,2,2,2,2,2,25259,25247,2,78
54817,6,2,2,2,15,183,184,2,0,1,1,0,8,0,2,0,4,4,8,8,2,0,1,51,4,3,3,0,1,1,2,1,2,2,1,2,2,1,13019,13435,2,77
54818,6,2,1,2,34,416,417,1,2,2,2,4,0,4,0,1,5,4,9,8,2,2,1,40,2,5,1,4,2,2,2,2,2,2,2,2,2,2,21637,22183,2,85
54819,6,2,2,1,2,30,31,5,0,1,1,0,0,0,0,0,3,3,5,5,1,0,2,26,1,4,3,0,1,1,2,1,2,2,0,0,0,0,9109,8933,1,80
54820,6,2,2,1,43,519,520,3,1,1,1,0,0,4,0,3,4,4,15,15,5,0,1,43,1,4,3,0,1,2,2,1,2,2,1,2,2,1,80724,81895,1,77
54821,6,2,2,2,58,698,699,3,2,1,1,0,0,3,0,1,2,2,6,6,2,0,1,58,1,3,1,3,1,2,2,1,2,2,1,2,2,1,25317,24911,1,77
54822,6,2,1,1,73,879,880,3,2,1,1,0,0,5,0,1,2,2,6,6,2,0,1,73,1,5,1,4,1,2,2,1,2,2,1,2,2,0,11693,12298,2,83
54823,6,2,2,1,11,141,141,3,0,1,1,0,5,0,2,0,4,4,15,15,4,0,1,42,0,0,1,5,1,1,2,1,2,2,1,2,2,0,43609,44321,2,77
54824,6,2,1,2,65,780,783,2,2,4,1,7,0,2,0,1,5,5,99,99,0,0,2,65,4,2,1,3,2,2,2,2,2,2,0,0,0,0,8026,8066,2,82
54825,6,2,2,1,40,480,481,3,2,1,1,0,0,2,0,3,4,2,7,6,2,0,2,46,1,1,1,2,1,2,2,1,2,2,1,2,2,1,26641,27028,2,75
54826,6,2,1,1,65,787,787,1,2,2,1,8,0,2,0,1,2,2,6,6,1,0,1,65,2,2,1,3,2,2,2,1,2,2,2,2,2,2,6438,6649,1,85
54827,6,2,2,1,16,201,202,1,0,1,1,0,10,0,2,0,6,6,6,6,0,0,1,50,2,2,1,3,1,2,2,2,2,2,1,2,2,1,13659,14191,1,87
54828,6,2,1,2,9,111,112,4,0,1,1,0,4,0,1,0,5,5,14,14,3,0,2,35,1,3,6,0,1,1,2,1,2,2,1,2,2,0,9764,9984,3,86
54829,6,2,2,2,50,609,610,3,2,1,1,0,0,4,0,1,2,2,15,15,5,0,1,52,1,3,1,4,1,2,2,1,2,2,1,2,2,1,105175,106549,2,76
54830,6,2,1,1,14,170,170,3,0,5,1,4,8,0,1,0,3,3,15,15,5,0,1,47,1,5,1,5,1,1,2,1,2,2,1,2,2,1,50206,51804,1,85
54831,6,2,2,2,80,0,0,3,2,1,1,0,0,2,0,2,1,1,4,4,1,0,2,80,1,2,2,0,1,2,2,1,2,2,0,0,0,0,28559,31605,1,80
54832,6,2,1,2,28,337,338,1,2,1,1,0,0,4,0,1,3,3,14,14,4,2,1,28,1,3,1,4,1,2,2,1,2,2,1,2,2,1,18836,19227,1,85
54833,6,2,1,1,53,640,641,1,2,1,1,0,0,3,0,5,2,1,6,3,1,0,1,56,1,1,5,0,1,2,2,1,2,2,1,2,2,1,12839,12887,1,81
54834,6,2,1,2,75,908,909,3,2,1,1,0,0,4,0,3,1,1,3,3,1,0,2,75,1,4,3,0,1,2,2,1,2,2,1,2,2,0,15987,17688,2,88
54835,6,2,1,2,62,746,746,2,2,1,1,0,0,5,0,3,2,2,9,9,4,0,1,73,1,2,1,5,1,2,2,1,2,2,1,2,2,0,4997,5302,2,88
54836,6,2,1,1,2,32,32,1,0,1,1,0,0,0,0,0,4,4,7,7,1,0,2,56,1,5,3,0,1,1,2,1,2,2,0,0,0,0,9929,9911,2,82
54837,6,2,1,2,5,68,69,4,0,1,1,0,0,0,0,0,4,4,4,4,0,0,2,39,5,4,1,4,1,1,2,1,2,2,0,0,0,0,16528,17175,2,80
54838,6,2,2,2,36,440,441,3,2,1,1,0,0,5,0,1,5,5,9,9,2,1,1,40,1,3,1,5,1,2,2,1,2,2,1,2,2,1,52029,53047,1,77
54839,6,2,2,1,80,0,0,3,1,1,1,0,0,5,0,1,2,2,9,9,4,0,1,80,1,5,1,4,1,2,2,1,2,2,1,2,2,0,21378,21791,2,81
54840,6,2,2,1,23,279,280,4,2,1,1,0,0,4,0,5,2,2,12,12,0,0,1,26,1,4,5,0,1,2,2,1,2,2,1,2,2,1,24706,25532,1,78
54841,6,2,1,2,18,224,225,1,2,2,2,3,13,0,1,0,7,7,6,6,0,0,1,36,2,1,1,1,2,2,2,2,2,2,1,2,2,1,11135,12179,2,86
54842,6,2,2,1,16,198,199,3,0,1,1,0,10,0,1,0,7,7,9,9,1,0,1,41,1,4,1,4,1,2,2,1,2,2,1,2,2,1,15442,15418,2,81
54843,6,2,2,1,21,259,260,3,2,1,1,0,0,4,0,5,4,1,7,3,1,0,1,27,5,5,5,0,1,2,2,1,2,2,1,2,2,1,28070,28831,1,79
54844,6,2,1,2,19,235,236,1,2,1,1,0,15,0,1,0,3,3,7,7,1,0,1,40,2,1,4,0,2,2,2,2,2,2,1,2,2,1,12042,11934,2,88
54845,6,2,1,2,12,154,154,2,0,1,1,0,5,0,1,0,3,3,8,8,2,0,2,39,4,4,3,0,2,1,2,2,2,2,1,2,2,1,15484,15672,2,82
54846,6,2,1,1,45,545,546,1,2,2,2,4,0,2,0,6,4,4,1,1,0,0,1,46,2,1,4,0,2,2,2,1,2,2,2,2,2,2,15319,15845,3,86
54847,6,2,2,1,31,382,383,1,2,2,2,2,0,4,0,1,2,2,9,9,4,0,2,27,1,5,1,4,1,2,2,1,2,2,2,2,2,1,27403,29521,1,79
54848,6,2,2,1,28,339,340,3,1,1,1,0,0,4,0,5,6,4,6,5,0,0,2,46,1,3,3,0,1,2,2,1,2,2,1,2,2,1,24684,25672,2,77
54849,6,2,1,2,11,135,136,3,0,1,1,0,4,0,1,0,6,6,15,15,5,0,2,41,1,5,1,5,1,1,2,1,2,2,0,0,0,0,32205,32926,1,82
54850,6,2,2,1,20,246,247,2,2,1,1,0,0,4,0,5,1,1,2,2,0,0,1,20,1,4,5,0,1,2,2,1,2,2,1,2,2,1,25217,25633,2,84
54851,6,2,1,1,18,227,229,3,2,1,1,0,11,0,1,0,4,4,12,12,0,0,2,37,0,0,2,0,1,2,2,1,2,2,1,2,2,1,58425,59479,1,81
54852,6,2,2,1,11,132,133,3,0,1,1,0,4,0,2,0,4,4,5,5,1,0,1,30,1,3,1,3,1,1,2,1,2,2,1,2,2,0,15773,16030,1,80
54853,6,2,2,2,14,170,170,3,0,1,1,0,7,0,1,0,4,4,15,15,5,0,1,50,1,5,1,5,1,1,2,1,2,2,1,2,2,1,56943,58408,1,77
54854,6,2,1,2,1,20,21,3,0,1,1,0,0,0,0,0,6,4,12,5,1,0,2,23,1,2,1,5,1,1,2,1,2,2,0,0,0,0,31729,32843,1,83
54855,6,2,2,1,10,127,129,4,0,1,1,0,4,0,2,0,6,6,7,7,1,0,1,33,1,3,6,0,1,1,2,1,2,2,0,0,0,0,10356,11348,1,80
54856,6,2,2,1,18,216,216,3,2,1,1,0,10,0,2,0,5,5,7,7,1,0,2,43,1,3,1,3,1,2,2,1,2,2,0,0,0,0,51660,52215,2,76
54857,6,2,1,1,10,128,129,1,0,1,1,0,4,0,1,0,4,4,3,3,0,0,2,42,2,3,3,0,2,1,2,2,2,2,1,2,2,0,9246,9417,2,86
54858,6,2,2,1,36,442,444,3,2,1,1,0,0,3,0,5,3,1,6,1,0,0,2,54,0,0,2,0,1,2,2,1,2,2,1,2,2,1,19567,19753,2,80
54859,6,2,1,1,23,280,280,1,2,1,1,0,0,3,0,5,7,2,77,77,0,0,2,29,0,0,1,0,1,2,2,1,2,2,1,2,2,1,23265,23226,2,88
54860,6,2,1,2,13,162,164,1,0,1,1,0,7,0,1,0,6,6,15,15,3,0,1,49,1,5,1,5,1,1,2,1,2,2,0,0,0,0,12114,12501,1,82
54861,6,2,2,2,63,763,763,3,2,1,1,0,0,2,0,1,4,4,7,7,1,0,1,63,1,1,1,2,1,2,2,1,2,2,1,2,2,1,55155,54357,2,76
54862,6,2,1,1,58,705,705,3,2,1,1,0,0,2,0,2,1,1,3,3,1,0,1,58,1,2,2,0,1,2,2,1,2,2,1,2,2,1,24217,24081,2,83
54863,6,2,2,1,80,0,0,3,1,1,1,0,0,4,0,1,2,2,12,12,0,0,1,80,1,4,1,4,1,2,2,1,2,2,1,2,2,0,20460,21984,1,86
