food_code,food_code_description,category_number,category_description,reports_day1,reports_day2
13161630,"Light ice cream, bar or stick, with low-calorie sweetener, chocolate-coated (formerly ice milk)",5802,Ice cream and frozen dairy desserts,10,3
13170000,Baked Alaska,5802,Ice cream and frozen dairy desserts,0,1
13200110,"Pudding, NFS",5804,Pudding,0,2
13210110,"Pudding, bread",5804,Pudding,11,7
13210150,Puerto Rican bread pudding made with evaporated milk and rum (Budin de pan),5804,Pudding,0,0
13210160,"Diplomat pudding, Puerto Rican style (Budin Diplomatico)",5804,Pudding,0,0
13210180,"Pudding, Mexican bread (Capirotada)",5804,Pudding,4,0
13210190,"Pudding, Mexican bread (Capirotada), lower fat",5804,Pudding,0,0
13210220,"Pudding, chocolate, NS as to from dry mix or ready-to-eat",5804,Pudding,10,2
13210250,"Pudding, chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat",5804,Pudding,6,1
13210260,"Rice flour cream, Puerto Rican style (manjar blanco)",5804,Pudding,0,0
13210270,"Custard, Puerto Rican style (Maicena, Natilla)",5804,Pudding,0,0
13210280,"Pudding, flavors other than chocolate, NS as to from dry mix or ready-to-eat",5804,Pudding,11,3
13210290,"Pudding, flavors other than chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat",5804,Pudding,0,0
13210300,Custard,5804,Pudding,9,0
13210350,Flan,5804,Pudding,12,10
13210410,"Pudding, rice",5804,Pudding,13,15
13210450,"Pudding, rice flour, with nuts (Indian dessert)",5804,Pudding,0,1
13210500,"Pudding, tapioca, made from home recipe, made with milk",5804,Pudding,1,2
13210520,"Pudding, tapioca, made from dry mix, made with milk",5804,Pudding,8,2
13210530,"Pudding, tapioca, chocolate, made with milk",5804,Pudding,0,0
13210610,"Pudding, coconut",5804,Pudding,0,0
13210710,"Pudding, Indian (milk, molasses and cornmeal-based pudding)",5804,Pudding,0,0
13210750,"Pudding, pumpkin",5804,Pudding,0,0
13210810,Puerto Rican pumpkin pudding (Flan de calabaza),5804,Pudding,0,0
13210820,"Fresh corn custard, Puerto Rican style (Mazamorra, Mundo Nuevo)",5804,Pudding,0,0
13220110,"Pudding, flavors other than chocolate, prepared from dry mix, milk added",5804,Pudding,11,12
13220120,"Pudding, chocolate, prepared from dry mix, milk added",5804,Pudding,3,5
13220210,"Pudding, flavors other than chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added",5804,Pudding,3,0
13220220,"Pudding, chocolate, prepared from dry mix, low calorie, containing artificial sweetener, milk added",5804,Pudding,2,0
13220230,"Pudding, ready-to-eat, chocolate, reduced fat",5804,Pudding,1,1
13220235,"Pudding, ready-to-eat, chocolate, fat free",5804,Pudding,1,3
13220240,"Pudding, ready-to-eat, flavors other than chocolate, reduced fat",5804,Pudding,0,0
13220245,"Pudding, ready-to-eat, flavors other than chocolate, fat free",5804,Pudding,0,2
13230110,"Pudding, ready-to-eat, flavors other than chocolate",5804,Pudding,21,18
13230120,"Pudding, ready-to-eat, low calorie, containing artificial sweetener, flavors other than chocolate",5804,Pudding,2,5
13230130,"Pudding, ready-to-eat, chocolate",5804,Pudding,10,16
13230140,"Pudding, ready-to-eat, low calorie, containing artificial sweetener, chocolate",5804,Pudding,2,3
13230200,"Pudding, ready-to-eat, chocolate and non-chocolate flavors combined",5804,Pudding,5,2
13230500,"Pudding, ready-to-eat, tapioca",5804,Pudding,4,3
13230510,"Pudding, ready-to-eat, tapioca, fat free",5804,Pudding,0,0
13241000,"Pudding, with fruit and vanilla wafers",5804,Pudding,3,0
13250000,"Mousse, chocolate",5804,Pudding,3,1
13250100,"Mousse, not chocolate",5804,Pudding,3,0
13250200,"Mousse, chocolate, lowfat, reduced calorie, prepared from dry mix, water added",5804,Pudding,0,0
13252100,"Coconut custard, Puerto Rican style (Flan de coco)",5804,Pudding,0,0
13252200,"Milk dessert or milk candy, Puerto Rican style (Dulce de leche)",5804,Pudding,5,3
13252500,"Barfi or Burfi, Indian dessert, made from milk and/or cream and/or Ricotta cheese",5804,Pudding,8,7
13252600,Tiramisu,5502,Cakes and pies,4,3
13310000,"Custard pudding, flavor other than chocolate, baby food, NS as to strained or junior",9012,Baby food: snacks and sweets,0,0
13311000,"Custard pudding, baby food, flavor other than chocolate, strained",9012,Baby food: snacks and sweets,0,0
13312000,"Custard pudding, baby food, flavor other than chocolate, junior",9012,Baby food: snacks and sweets,0,0
13411000,"White sauce, milk sauce",8412,"Dips, gravies, other sauces",22,16
13412000,"Milk gravy, quick gravy",8412,"Dips, gravies, other sauces",20,14
14010000,"Cheese, NFS",1602,Cheese,339,249
14101010,"Cheese, Blue or Roquefort",1602,Cheese,22,16
14102010,"Cheese, Brick",1602,Cheese,9,8
14103010,"Cheese, Camembert",1602,Cheese,0,1
14103020,"Cheese, Brie",1602,Cheese,21,8
14104100,"Cheese, Cheddar",1602,Cheese,420,391
14104110,"Cheese, Cheddar, reduced fat",1602,Cheese,32,26
14104115,"Cheese, Cheddar, nonfat or fat free",1602,Cheese,1,5
14104200,"Cheese, Colby",1602,Cheese,15,20
14104250,"Cheese, Colby Jack",1602,Cheese,43,36
14104400,"Cheese, Feta",1602,Cheese,43,33
14104600,"Cheese, Fontina",1602,Cheese,0,1
14104700,"Cheese, goat",1602,Cheese,10,5
14105010,"Cheese, Gouda or Edam",1602,Cheese,18,13
14105200,"Cheese, Gruyere",1602,Cheese,3,1
14106010,"Cheese, Limburger",1602,Cheese,0,0
14106200,"Cheese, Monterey",1602,Cheese,99,73
14106500,"Cheese, Monterey, reduced fat",1602,Cheese,2,2
14107010,"Cheese, Mozzarella, NFS",1602,Cheese,85,75
14107020,"Cheese, Mozzarella, whole milk",1602,Cheese,3,3
14107030,"Cheese, Mozzarella, part skim",1602,Cheese,234,174
14107040,"Cheese, Mozzarella, reduced sodium",1602,Cheese,1,1
14107060,"Cheese, Mozzarella, nonfat or fat free",1602,Cheese,1,5
14107200,"Cheese, Muenster",1602,Cheese,20,20
14107250,"Cheese, Muenster, reduced fat",1602,Cheese,2,0
14108010,"Cheese, Parmesan, dry grated",1602,Cheese,126,97
14108015,"Cheese, Parmesan, dry grated, reduced fat",1602,Cheese,5,4
14108020,"Cheese, Parmesan, hard",1602,Cheese,34,32
14108060,"Cheese, Parmesan, dry grated, fat free",1602,Cheese,0,1
14108200,"Cheese, Port du Salut",1602,Cheese,0,0
14108400,"Cheese, Provolone",1602,Cheese,73,67
14108420,"Cheese, provolone, reduced fat",1602,Cheese,2,6
14109010,"Cheese, Swiss",1602,Cheese,129,122
14109020,"Cheese, Swiss, reduced sodium",1602,Cheese,1,2
14109030,"Cheese, Swiss, reduced fat",1602,Cheese,21,17
14109040,"Cheese, Swiss, nonfat or fat free",1602,Cheese,0,4
14110010,"Cheese, Cheddar, reduced sodium",1602,Cheese,3,0
14120010,"Cheese, Mexican blend",1602,Cheese,12,7
14120020,"Cheese, Mexican blend, reduced fat",1602,Cheese,4,1
14131000,Queso Anejo (aged Mexican cheese),1602,Cheese,17,9
14131500,Queso Asadero,1602,Cheese,28,20
14132000,Queso Chihuahua,1602,Cheese,0,0
14133000,Queso Fresco,1602,Cheese,80,66
14134000,Queso cotija,1602,Cheese,5,1
14200100,"Cheese, cottage, NFS",1604,Cottage/ricotta cheese,9,4
14201010,"Cheese, cottage, creamed, large or small curd",1604,Cottage/ricotta cheese,22,29
14201200,"Cottage cheese, farmer's",1604,Cottage/ricotta cheese,1,4
14201500,"Cheese, Ricotta",1604,Cottage/ricotta cheese,4,7
14202010,"Cheese, cottage, with fruit",1604,Cottage/ricotta cheese,2,1
14202020,"Cheese, cottage, with vegetables",1604,Cottage/ricotta cheese,0,0
14203010,"Cheese, cottage, dry curd",1604,Cottage/ricotta cheese,1,0
14203020,"Cheese, cottage, salted, dry curd",1604,Cottage/ricotta cheese,4,6
14203510,"Puerto Rican white cheese (queso del pais, blanco)",1602,Cheese,12,5
14204010,"Cheese, cottage, lowfat (1-2% fat)",1604,Cottage/ricotta cheese,19,33
14204020,"Cheese, cottage, lowfat, with fruit",1604,Cottage/ricotta cheese,1,1
14204030,"Cheese, cottage, lowfat, with vegetables",1604,Cottage/ricotta cheese,0,0
14206010,"Cheese, cottage, lowfat, low sodium",1604,Cottage/ricotta cheese,0,0
14207010,"Cheese, cottage, lowfat, lactose reduced",1604,Cottage/ricotta cheese,0,0
14301010,"Cheese, cream",8006,"Cream cheese, sour cream, whipped cream",114,122
14303010,"Cheese, cream, light or lite (formerly called Cream Cheese Lowfat)",8006,"Cream cheese, sour cream, whipped cream",44,48
14410100,"Cheese, American and Swiss blends",1602,Cheese,2,0
14410110,"Cheese, American",1602,Cheese,987,886
14410120,"Cheese, American, reduced fat",1602,Cheese,86,76
14410130,"Cheese, American, nonfat or fat free",1602,Cheese,5,8
14410210,"Cheese, American, reduced sodium",1602,Cheese,8,5
14410330,"Cheese spread, American or Cheddar cheese base, reduced fat",1602,Cheese,13,9
14410380,"Cheese, processed cream cheese product, nonfat or fat free",1602,Cheese,8,6
14410500,"Cheese, processed cheese food",1602,Cheese,8,0
14410600,"Cheese, processed, with vegetables",1602,Cheese,8,4
14410620,"Cheese,  with wine",1602,Cheese,0,0
14420100,"Cheese spread, American or Cheddar cheese base",1602,Cheese,29,20
14420160,"Cheese spread, Swiss cheese base",1602,Cheese,2,0
14420200,"Cheese spread, cream cheese, regular",8006,"Cream cheese, sour cream, whipped cream",24,15
14420210,"Cheese spread, cream cheese, light or lite",8006,"Cream cheese, sour cream, whipped cream",8,3
14420300,"Cheese spread, pressurized can",1602,Cheese,0,0
14502000,Imitation cheese,1602,Cheese,2,2
14610200,"Cheese, cottage cheese, with gelatin dessert",1604,Cottage/ricotta cheese,0,0
14610210,"Cheese, cottage cheese, with gelatin dessert and fruit",1604,Cottage/ricotta cheese,1,0
14610250,"Cheese, cottage cheese, with gelatin dessert and vegetables",1604,Cottage/ricotta cheese,0,0
14610520,Cheese with nuts,1602,Cheese,1,0
14620100,"Dip, cream cheese base",8412,"Dips, gravies, other sauces",9,3
14620120,"Shrimp dip, cream cheese base",8412,"Dips, gravies, other sauces",6,0
14620150,"Dip, cheese with chili pepper (chili con queso)",8412,"Dips, gravies, other sauces",3,4
14620200,"Dip, cheese base other than cream cheese",8412,"Dips, gravies, other sauces",49,22
14620300,Topping from cheese pizza,3602,Pizza,4,1
14620310,Topping from vegetable pizza,3602,Pizza,0,0
14620320,Topping from meat pizza,3602,Pizza,3,1
14620330,Topping from meat and vegetable pizza,3602,Pizza,2,1
14630100,Cheese fondue,8412,"Dips, gravies, other sauces",0,0
14630200,Cheese souffle,2502,Eggs and omelets,1,0
14630300,Welsh rarebit,8412,"Dips, gravies, other sauces",0,0
14640000,Cheese sandwich,3708,Other sandwiches (single code),1,1
14640100,"Cheese sandwich, grilled",3708,Other sandwiches (single code),0,0
14640200,"Cheese sandwich, hoagie",3708,Other sandwiches (single code),0,0
14650100,Cheese sauce,8412,"Dips, gravies, other sauces",37,9
14650150,Cheese sauce made with lowfat cheese,8412,"Dips, gravies, other sauces",1,0
14650160,Alfredo sauce,8412,"Dips, gravies, other sauces",10,5
14660200,"Cheese, nuggets or pieces, breaded, baked, or fried",1602,Cheese,41,34
14670000,"Mozzarella cheese, tomato, and basil, with oil and vinegar dressing",6422,Vegetable mixed dishes,0,0
14710100,"Cheddar cheese soup, home recipe, canned or ready-to-serve",3802,Soups,1,2
14710200,"Beer cheese soup, made with milk",3802,Soups,1,2
20000000,"Meat, NFS",2002,"Beef, excludes ground",12,4
20000070,"Meat, baby food, NS as to type, NS as to strained or junior",9008,Baby food: meat and dinners,0,0
20000090,"Meat sticks, baby food, NS as to type of meat",9008,Baby food: meat and dinners,0,0
20000200,"Ground meat, NFS",2004,Ground beef,6,2
21000100,"Beef, NS as to cut, cooked, NS as to fat eaten",2002,"Beef, excludes ground",39,41
21000110,"Beef, NS as to cut, cooked, lean and fat eaten",2002,"Beef, excludes ground",1,0
21000120,"Beef, NS as to cut, cooked, lean only eaten",2002,"Beef, excludes ground",12,2
21001000,"Steak, NS as to type of meat, cooked, NS as to fat eaten",2002,"Beef, excludes ground",3,6
21001010,"Steak, NS as to type of meat, cooked, lean and fat eaten",2002,"Beef, excludes ground",0,0
21001020,"Steak, NS as to type of meat, cooked, lean only eaten",2002,"Beef, excludes ground",1,0
21002000,"Beef, pickled",2002,"Beef, excludes ground",2,1
21003000,"Beef, NS as to cut, fried, NS to fat eaten",2002,"Beef, excludes ground",8,2
21101000,"Beef steak, NS as to cooking method, NS as to fat eaten",2002,"Beef, excludes ground",7,5
21101010,"Beef steak, NS as to cooking method, lean and fat eaten",2002,"Beef, excludes ground",2,3
21101020,"Beef steak, NS as to cooking method, lean only eaten",2002,"Beef, excludes ground",10,5
21101110,"Beef steak, broiled or baked, NS as to fat eaten",2002,"Beef, excludes ground",9,4
21101120,"Beef steak, broiled or baked, lean and fat eaten",2002,"Beef, excludes ground",60,42
21101130,"Beef steak, broiled or baked, lean only eaten",2002,"Beef, excludes ground",204,176
21102110,"Beef steak, fried, NS as to fat eaten",2002,"Beef, excludes ground",7,4
21102120,"Beef steak, fried, lean and fat eaten",2002,"Beef, excludes ground",17,32
21102130,"Beef steak, fried, lean only eaten",2002,"Beef, excludes ground",56,94
21103110,"Beef steak, breaded or floured, baked or fried, NS as to fat eaten",2002,"Beef, excludes ground",4,6
21103120,"Beef steak, breaded or floured, baked or fried, lean and fat eaten",2002,"Beef, excludes ground",4,6
21103130,"Beef steak, breaded or floured, baked or fried, lean only eaten",2002,"Beef, excludes ground",14,19
21104110,"Beef steak, battered, fried, NS as to fat eaten",2002,"Beef, excludes ground",21,20
21104120,"Beef steak, battered, fried, lean and fat eaten",2002,"Beef, excludes ground",1,2
21104130,"Beef steak, battered, fried, lean only eaten",2002,"Beef, excludes ground",0,0
21105110,"Beef steak, braised, NS as to fat eaten",2002,"Beef, excludes ground",2,0
21105120,"Beef steak, braised, lean and fat eaten",2002,"Beef, excludes ground",7,4
21105130,"Beef steak, braised, lean only eaten",2002,"Beef, excludes ground",21,21
21301000,"Beef, oxtails, cooked",2002,"Beef, excludes ground",12,6
21302000,"Beef, neck bones, cooked",2002,"Beef, excludes ground",3,0
21304000,"Beef, shortribs, cooked, NS as to fat eaten",2002,"Beef, excludes ground",0,2
21304110,"Beef, shortribs, cooked, lean and fat eaten",2002,"Beef, excludes ground",10,12
21304120,"Beef, shortribs, cooked, lean only eaten",2002,"Beef, excludes ground",6,7
21304200,"Beef, shortribs, barbecued, with sauce, NS as to fat eaten",2002,"Beef, excludes ground",1,2
21304210,"Beef, shortribs, barbecued, with sauce, lean and fat eaten",2002,"Beef, excludes ground",3,5
21304220,"Beef, shortribs, barbecued, with sauce, lean only eaten",2002,"Beef, excludes ground",0,9
21305000,"Beef, cow head, cooked",2002,"Beef, excludes ground",6,0
21401000,"Beef, roast, roasted, NS as to fat eaten",2002,"Beef, excludes ground",13,7
21401110,"Beef, roast, roasted, lean and fat eaten",2002,"Beef, excludes ground",17,14
21401120,"Beef, roast, roasted, lean only eaten",2002,"Beef, excludes ground",60,44
21401400,"Beef, roast, canned",2002,"Beef, excludes ground",0,0
21407000,"Beef, pot roast, braised or boiled, NS as to fat eaten",2002,"Beef, excludes ground",4,0
21407110,"Beef, pot roast, braised or boiled, lean and fat eaten",2002,"Beef, excludes ground",2,2
21407120,"Beef, pot roast, braised or boiled, lean only eaten",2002,"Beef, excludes ground",20,10
21410000,"Beef, stew meat, cooked, NS as to fat eaten",2002,"Beef, excludes ground",1,3
21410110,"Beef, stew meat, cooked, lean and fat eaten",2002,"Beef, excludes ground",0,0
21410120,"Beef, stew meat, cooked, lean only eaten",2002,"Beef, excludes ground",1,2
21416000,"Corned beef, cooked, NS as to fat eaten",2602,Cold cuts and cured meats,12,8
21416110,"Corned beef, cooked, lean and fat eaten",2602,Cold cuts and cured meats,2,1
21416120,"Corned beef, cooked, lean only eaten",2602,Cold cuts and cured meats,4,4
21416150,"Corned beef, canned, ready-to-eat",2602,Cold cuts and cured meats,0,2
21417100,"Beef brisket, cooked, NS as to fat eaten",2002,"Beef, excludes ground",2,0
21417110,"Beef brisket, cooked, lean and fat eaten",2002,"Beef, excludes ground",1,0
21417120,"Beef brisket, cooked, lean only eaten",2002,"Beef, excludes ground",13,5
21420100,"Beef, sandwich steak (flaked, formed, thinly sliced)",2002,"Beef, excludes ground",43,22
21500000,"Ground beef, raw",2004,Ground beef,0,0
21500100,"Ground beef or patty, cooked, NS as to percent lean (formerly NS as to regular, lean, or extra lean)",2004,Ground beef,335,229
21500200,"Ground beef or patty, breaded, cooked",2004,Ground beef,5,0
21500300,"Ground beef patty, cooked (for fast food sandwiches)",2004,Ground beef,56,41
21501000,"Ground beef, less than 80% lean, cooked (formerly regular)",2004,Ground beef,36,90
21501200,"Ground beef, 80% - 84% lean, cooked (formerly lean)",2004,Ground beef,42,60
21501300,"Ground beef, 85% - 89% lean, cooked (formerly extra lean)",2004,Ground beef,27,18
21501350,"Ground beef, 90% - 94% lean, cooked",2004,Ground beef,21,27
21501360,"Ground beef, 95% or more lean, cooked",2004,Ground beef,6,16
21540100,"Ground beef with textured vegetable protein, cooked",2004,Ground beef,10,5
21601000,"Beef, bacon, cooked",2604,Bacon,20,29
21601500,"Beef, bacon, formed, lean meat added, cooked",2604,Bacon,0,0
21602000,"Beef, dried, chipped, uncooked",2602,Cold cuts and cured meats,1,0
21602010,"Beef, dried, chipped, cooked in fat",2602,Cold cuts and cured meats,0,0
21602100,Beef jerky,2602,Cold cuts and cured meats,36,24
21603000,"Beef, pastrami (beef, smoked, spiced)",2602,Cold cuts and cured meats,16,13
21701000,"Beef, baby food, NS as to strained or junior",9008,Baby food: meat and dinners,0,0
21701010,"Beef, baby food, strained",9008,Baby food: meat and dinners,3,2
21701020,"Beef, baby food, junior",9008,Baby food: meat and dinners,0,0
22000100,"Pork, NS as to cut, cooked, NS as to fat eaten",2006,Pork,57,58
22000110,"Pork, NS as to cut, cooked, lean and fat eaten",2006,Pork,1,0
22000120,"Pork, NS as to cut, cooked, lean only eaten",2006,Pork,12,3
22000200,"Pork, NS as to cut, fried, NS as to fat eaten",2006,Pork,6,2
22000210,"Pork, NS as to cut, fried, lean and fat eaten",2006,Pork,0,1
22000220,"Pork, NS as to cut, fried, lean only eaten",2006,Pork,4,3
22000300,"Pork, NS as to cut, breaded or floured, fried, NS as to fat eaten",2006,Pork,0,0
22000310,"Pork, NS as to cut, breaded or floured, fried, lean and fat eaten",2006,Pork,0,0
22000320,"Pork, NS as to cut, breaded or floured, fried, lean only eaten",2006,Pork,0,1
22001000,"Pork, pickled, NS as to cut",2006,Pork,2,0
22002000,"Pork, ground or patty, cooked",2006,Pork,8,6
22002100,"Pork, ground or patty, breaded, cooked",2006,Pork,1,1
22002800,Pork jerky,2602,Cold cuts and cured meats,2,2
22101000,"Pork chop, NS as to cooking method, NS as to fat eaten",2006,Pork,5,2
22101010,"Pork chop, NS as to cooking method, lean and fat eaten",2006,Pork,0,0
22101020,"Pork chop, NS as to cooking method, lean only eaten",2006,Pork,3,2
22101100,"Pork chop, broiled or baked, NS as to fat eaten",2006,Pork,2,2
22101110,"Pork chop, broiled or baked, lean and fat eaten",2006,Pork,21,19
22101120,"Pork chop, broiled or baked, lean only eaten",2006,Pork,39,68
22101130,"Pork chop, breaded or floured, broiled or baked, NS as to fat eaten",2006,Pork,0,2
22101140,"Pork chop, breaded or floured, broiled or baked, lean and fat eaten",2006,Pork,3,1
22101150,"Pork chop, breaded or floured, broiled or baked, lean only eaten",2006,Pork,6,6
22101200,"Pork chop, fried, NS as to fat eaten",2006,Pork,1,2
22101210,"Pork chop, fried, lean and fat eaten",2006,Pork,19,19
22101220,"Pork chop, fried, lean only eaten",2006,Pork,42,44
22101300,"Pork chop, breaded or floured, fried, NS as to fat eaten",2006,Pork,6,0
22101310,"Pork chop, breaded or floured, fried, lean and fat eaten",2006,Pork,19,11
22101320,"Pork chop, breaded or floured, fried, lean only eaten",2006,Pork,32,34
22101400,"Pork chop, battered, fried, NS as to fat eaten",2006,Pork,0,0
22101410,"Pork chop, battered, fried, lean and fat eaten",2006,Pork,1,0
22101420,"Pork chop, battered, fried, lean only eaten",2006,Pork,2,3
22101500,"Pork chop, stewed, NS as to fat eaten",2006,Pork,2,1
22101510,"Pork chop, stewed, lean and fat eaten",2006,Pork,5,3
22101520,"Pork chop, stewed, lean only eaten",2006,Pork,18,10
22107000,"Pork chop, smoked or cured, cooked, NS as to fat eaten",2602,Cold cuts and cured meats,1,1
22107010,"Pork chop, smoked or cured, cooked, lean and fat eaten",2602,Cold cuts and cured meats,2,4
22107020,"Pork chop, smoked or cured, cooked, lean only eaten",2602,Cold cuts and cured meats,8,16
22201000,"Pork steak or cutlet, NS as to cooking method, NS as to fat eaten",2006,Pork,0,0
22201010,"Pork steak or cutlet, NS as to cooking method, lean and fat eaten",2006,Pork,3,0
22201020,"Pork steak or cutlet, NS as to cooking method, lean only eaten",2006,Pork,4,2
22201050,"Pork steak or cutlet, battered, fried, NS as to fat eaten",2006,Pork,0,1
22201060,"Pork steak or cutlet, battered, fried, lean and fat eaten",2006,Pork,1,2
22201070,"Pork steak or cutlet, battered, fried, lean only eaten",2006,Pork,0,0
22201100,"Pork steak or cutlet, broiled or baked, NS as to fat eaten",2006,Pork,1,1
22201110,"Pork steak or cutlet, broiled or baked, lean and fat eaten",2006,Pork,7,2
22201120,"Pork steak or cutlet, broiled or baked, lean only eaten",2006,Pork,13,10
22201200,"Pork steak or cutlet, fried, NS as to fat eaten",2006,Pork,0,0
22201210,"Pork steak or cutlet, fried, lean and fat eaten",2006,Pork,0,0
22201220,"Pork steak or cutlet, fried, lean only eaten",2006,Pork,7,3
22201300,"Pork steak or cutlet, breaded or floured, broiled or baked, NS as to fat eaten",2006,Pork,0,0
22201310,"Pork steak or cutlet, breaded or floured, broiled or baked, lean and fat eaten",2006,Pork,0,0
22201320,"Pork steak or cutlet, breaded or floured, broiled or baked, lean only eaten",2006,Pork,2,1
22201400,"Pork steak or cutlet, breaded or floured, fried, NS as to fat eaten",2006,Pork,0,0
22201410,"Pork steak or cutlet, breaded or floured, fried, lean and fat eaten",2006,Pork,1,0
22201420,"Pork steak or cutlet, breaded or floured, fried, lean only eaten",2006,Pork,0,1
22210300,"Pork, tenderloin, cooked, NS as to cooking method",2006,Pork,1,5
22210310,"Pork, tenderloin, breaded, fried",2006,Pork,3,4
22210350,"Pork, tenderloin, braised",2006,Pork,0,0
22210400,"Pork, tenderloin, baked",2006,Pork,12,6
22210450,"Pork, tenderloin, battered, fried",2006,Pork,0,0
22300120,"Ham, fried, NS as to fat eaten",2602,Cold cuts and cured meats,3,2
22300130,"Ham, fried, lean and fat eaten",2602,Cold cuts and cured meats,3,1
22300140,"Ham, fried, lean only eaten",2602,Cold cuts and cured meats,9,5
22300150,"Ham, breaded or floured, fried, NS as to fat eaten",2602,Cold cuts and cured meats,0,0
22300160,"Ham, breaded or floured, fried, lean and fat eaten",2602,Cold cuts and cured meats,3,0
22300170,"Ham, breaded or floured, fried, lean only eaten",2602,Cold cuts and cured meats,1,0
22301000,"Ham, fresh, cooked, NS as to fat eaten",2006,Pork,0,0
22301110,"Ham, fresh, cooked, lean and fat eaten",2006,Pork,0,0
22301120,"Ham, fresh, cooked, lean only eaten",2006,Pork,0,0
22311000,"Ham, smoked or cured, cooked, NS as to fat eaten",2602,Cold cuts and cured meats,92,71
22311010,"Ham, smoked or cured, cooked, lean and fat eaten",2602,Cold cuts and cured meats,8,4
22311020,"Ham, smoked or cured, cooked, lean only eaten",2602,Cold cuts and cured meats,45,33
22311200,"Ham, smoked or cured, low sodium, cooked, NS as to fat eaten",2602,Cold cuts and cured meats,0,0
22311210,"Ham, smoked or cured, low sodium, cooked, lean and fat eaten",2602,Cold cuts and cured meats,0,0
22311220,"Ham, smoked or cured, low sodium, cooked, lean only eaten",2602,Cold cuts and cured meats,0,0
22311450,"Ham, prosciutto",2602,Cold cuts and cured meats,10,5
22311500,"Ham, smoked or cured, canned, NS as to fat eaten",2602,Cold cuts and cured meats,1,0
22311510,"Ham, smoked or cured, canned, lean and fat eaten",2602,Cold cuts and cured meats,0,0
22311520,"Ham, smoked or cured, canned, lean only eaten",2602,Cold cuts and cured meats,0,0
22321110,"Ham, smoked or cured, ground patty",2602,Cold cuts and cured meats,0,0
22400100,"Pork roast, NS as to cut, cooked, NS as to fat eaten",2006,Pork,4,3
22400110,"Pork roast, NS as to cut, cooked, lean and fat eaten",2006,Pork,9,8
22400120,"Pork roast, NS as to cut, cooked, lean only eaten",2006,Pork,16,24
22401000,"Pork roast, loin, cooked, NS as to fat eaten",2006,Pork,0,0
22401010,"Pork roast, loin, cooked, lean and fat eaten",2006,Pork,1,0
22401020,"Pork roast, loin, cooked, lean only eaten",2006,Pork,4,2
22402510,"Fried pork chunks, Puerto Rican style (Carne de cerdo frita, masitas fritas)",2006,Pork,0,0
22411000,"Pork roast, shoulder, cooked, NS as to fat eaten",2006,Pork,0,0
22411010,"Pork roast, shoulder, cooked, lean and fat eaten",2006,Pork,1,0
22411020,"Pork roast, shoulder, cooked, lean only eaten",2006,Pork,0,0
22421000,"Pork roast, smoked or cured, cooked, NS as to fat eaten",2602,Cold cuts and cured meats,0,0
22421010,"Pork roast, smoked or cured, cooked, lean and fat eaten",2602,Cold cuts and cured meats,0,2
22421020,"Pork roast, smoked or cured, cooked, lean only eaten",2602,Cold cuts and cured meats,3,9
22431000,"Pork roll, cured, fried",2602,Cold cuts and cured meats,2,1
22501010,"Canadian bacon, cooked",2602,Cold cuts and cured meats,11,3
22600100,"Bacon, NS as to type of meat, cooked",2604,Bacon,162,94
22600200,"Pork bacon, NS as to fresh, smoked or cured, cooked",2604,Bacon,305,303
22601000,"Pork bacon, smoked or cured, cooked",2604,Bacon,3,2
22601040,"Bacon or side pork, fresh, cooked",2604,Bacon,3,1
22602010,"Pork bacon, smoked or cured, lower sodium",2604,Bacon,2,0
22605010,"Pork bacon, formed, lean meat added, cooked",2604,Bacon,0,0
22621000,"Salt pork, cooked",2604,Bacon,0,1
22621100,"Fat back, cooked",8002,Butter and animal fats,5,2
22701000,"Pork, spareribs, cooked, NS as to fat eaten",2006,Pork,3,1
22701010,"Pork, spareribs, cooked, lean and fat eaten",2006,Pork,39,27
22701020,"Pork, spareribs, cooked, lean only eaten",2006,Pork,55,48
22701030,"Pork, spareribs, barbecued, with sauce, NS as to fat eaten",2006,Pork,3,1
22701040,"Pork, spareribs, barbecued, with sauce, lean and fat eaten",2006,Pork,9,4
22701050,"Pork, spareribs, barbecued, with sauce, lean only eaten",2006,Pork,8,7
22704010,"Pork, cracklings, cooked",2006,Pork,3,0
22705010,"Pork ears, tail, head, snout, miscellaneous parts, cooked",2006,Pork,7,2
22706010,"Pork, neck bones, cooked",2006,Pork,8,12
22707010,"Pork, pig's feet, cooked",2006,Pork,5,5
22707020,"Pork, pig's feet, pickled",2006,Pork,0,1
22708010,"Pork, pig's hocks, cooked",2006,Pork,12,14
22709010,"Pork skin, rinds, deep-fried",2006,Pork,39,19
22709110,"Pork skin, boiled",2006,Pork,0,1
22810010,"Ham, baby food, strained",9008,Baby food: meat and dinners,0,2
22820000,"Meat stick, baby food",9008,Baby food: meat and dinners,0,0
23000100,"Lamb, NS as to cut, cooked",2008,"Lamb, goat, game",9,11
23101000,"Lamb chop, NS as to cut, cooked, NS as to fat eaten",2008,"Lamb, goat, game",0,0
23101010,"Lamb chop, NS as to cut, cooked, lean and fat eaten",2008,"Lamb, goat, game",2,3
23101020,"Lamb chop, NS as to cut, cooked, lean only eaten",2008,"Lamb, goat, game",2,10
23104000,"Lamb, loin chop, cooked, NS as to fat eaten",2008,"Lamb, goat, game",0,0
