food_code,food_code_description,category_number,category_description,reports_day1,reports_day2
11710913,"Gerber Good Start Gentle Plus, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",4,6
11710914,"Gerber Good Start Gentle Plus, infant formula, prepared from liquid concentrate, made with tap water",9406,"Formula, prepared from concentrate",0,0
11710915,"Gerber Good Start Gentle Plus, infant formula, prepared from liquid concentrate, made with plain bottled water",9406,"Formula, prepared from concentrate",0,0
11710916,"Gerber Good Start Gentle Plus, infant formula, prepared from liquid concentrate, made with baby water",9406,"Formula, prepared from concentrate",0,0
11710917,"Gerber Good Start Gentle Plus, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",9,13
11710918,"Gerber Good Start Gentle Plus, infant formula, prepared from powder, made with plain bottled water",9404,"Formula, prepared from powder",29,25
11710919,"Gerber Good Start Gentle Plus, infant formula, prepared from powder, made with baby water",9404,"Formula, prepared from powder",54,48
11710920,"Gerber Good Start Protect Plus, infant formula, NS as to form",9402,"Formula, ready-to-feed",0,0
11710923,"Gerber Good Start Protect Plus, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",0,0
11710927,"Gerber Good Start Protect Plus, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",0,7
11710928,"Gerber Good Start Protect Plus, infant formula, prepared from powder, made with plain bottled water",9404,"Formula, prepared from powder",0,0
11710929,"Gerber Good Start Protect Plus, infant formula, prepared from powder, made with baby water",9404,"Formula, prepared from powder",8,5
11710930,"Gerber Good Start 2 Gentle Plus, infant formula, NS as to form",9402,"Formula, ready-to-feed",0,0
11710933,"Gerber Good Start 2 Gentle Plus, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",0,0
11710937,"Gerber Good Start 2 Gentle Plus, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",3,0
11710938,"Gerber Good Start 2 Gentle Plus, infant formula, prepared from powder, made with plain bottled water",9404,"Formula, prepared from powder",0,0
11710939,"Gerber Good Start 2 Gentle Plus, infant formula, prepared from powder, made with baby water",9404,"Formula, prepared from powder",0,0
11710940,"Gerber Good Start 2 Protect Plus, infant formula, NS as to form",9402,"Formula, ready-to-feed",0,0
11710943,"Gerber Good Start 2 Protect Plus, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",0,0
11710947,"Gerber Good Start 2 Protect Plus, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",0,0
11710948,"Gerber Good Start 2 Protect Plus, infant formula, prepared from powder, made with plain bottled water",9404,"Formula, prepared from powder",0,0
11710949,"Gerber Good Start 2 Protect Plus, infant formula, prepared from powder, made with baby water",9404,"Formula, prepared from powder",0,0
11710960,"America's Store Brand, infant formula, NS as to form",9402,"Formula, ready-to-feed",0,0
11710961,"America's Store Brand, infant formula, prepared from liquid concentrate, made with water, NFS",9406,"Formula, prepared from concentrate",0,0
11710962,"America's Store Brand, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",0,0
11710963,"America's Store Brand, infant formula, ready-to-feed",9402,"Formula, ready-to-feed",0,0
11710964,"America's Store Brand, infant formula, prepared from liquid concentrate, made with tap water",9406,"Formula, prepared from concentrate",6,0
11710965,"America's Store Brand, infant formula, prepared from liquid concentrate, made with plain bottled water",9406,"Formula, prepared from concentrate",0,0
11710966,"America's Store Brand, infant formula, prepared from liquid concentrate, made with baby water",9406,"Formula, prepared from concentrate",0,0
11710967,"America's Store Brand, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",16,26
11710968,"America's Store Brand, infant formula, prepared from powder, made with plain bottled water",9404,"Formula, prepared from powder",15,10
11710969,"America's Store Brand, infant formula, prepared from powder, made with baby water",9404,"Formula, prepared from powder",19,14
11720310,"Enfamil ProSobee LIPIL, infant formula, NS as to form",9402,"Formula, ready-to-feed",0,0
11720311,"Enfamil ProSobee Lipil, infant formula, ready-to-feed",9402,"Formula, ready-to-feed",0,0
11720312,"Enfamil ProSobee LIPIL, infant formula, prepared from liquid concentrate, made with water, NFS",9406,"Formula, prepared from concentrate",0,0
11720313,"Enfamil ProSobee LIPIL, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",0,0
11720314,"Enfamil ProSobee LIPIL, infant formula, prepared from liquid concentrate, made with tap water",9406,"Formula, prepared from concentrate",0,0
11720315,"Enfamil ProSobee LIPIL, infant formula, prepared from liquid concentrate, made with plain bottled water",9406,"Formula, prepared from concentrate",0,0
11720316,"Enfamil ProSobee LIPIL, infant formula, prepared from liquid concentrate, made with baby water",9406,"Formula, prepared from concentrate",5,4
11720317,"Enfamil ProSobee LIPIL, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",10,9
11720318,"Enfamil ProSobee LIPIL, infant formula, prepared from powder, made with plain bottled water",9404,"Formula, prepared from powder",8,6
11720319,"Enfamil ProSobee LIPIL, infant formula, prepared from powder, made with baby water",9404,"Formula, prepared from powder",11,0
11720320,"Enfamil Enfagrow Soy Next Step LIPIL, infant formula, NS as to form",9402,"Formula, ready-to-feed",0,0
11720323,"Enfamil Enfagrow Soy Next Step LIPIL, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",0,0
11720327,"Enfamil Enfagrow Soy Next Step LIPIL, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",0,0
11720328,"Enfamil Enfagrow Soy Next Step LIPIL, infant formula, prepared from powder, made with plain bottled water",9404,"Formula, prepared from powder",0,0
11720329,"Enfamil Enfagrow Soy Next Step LIPIL, infant formula, prepared from powder, made with baby water",9404,"Formula, prepared from powder",0,8
11720410,"Similac Sensitive Isomil Soy, infant formula, NS as to form",9402,"Formula, ready-to-feed",0,0
11720411,"Similac Sensitive Isomil Soy, infant formula, ready-to-feed",9402,"Formula, ready-to-feed",0,0
11720412,"Similac Sensitive Isomil Soy, infant formula, prepared from liquid concentrate, made with water, NFS",9406,"Formula, prepared from concentrate",0,0
11720413,"Similac Sensitive Isomil Soy, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",0,0
11720414,"Similac Sensitive Isomil Soy, infant formula, prepared from liquid concentrate, made with tap water",9406,"Formula, prepared from concentrate",4,0
11720415,"Similac Sensitive Isomil Soy, infant formula, prepared from liquid concentrate, made with plain bottled water",9406,"Formula, prepared from concentrate",0,0
11720416,"Similac Sensitive Isomil Soy, infant formula, prepared from liquid concentrate, made with baby water",9406,"Formula, prepared from concentrate",19,0
11720417,"Similac Sensitive Isomil Soy, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",8,0
11720418,"Similac Sensitive Isomil Soy, infant formula, prepared from powder, made with plain bottled water",9404,"Formula, prepared from powder",7,6
11720419,"Similac Sensitive Isomil Soy, infant formula, prepared from powder, made with baby water",9404,"Formula, prepared from powder",20,21
11720430,"Similac Expert Care for Diarrhea, infant formula, NS as to form",9402,"Formula, ready-to-feed",18,7
11720431,"Similac Expert Care for Diarrhea, infant formula, ready-to-feed",9402,"Formula, ready-to-feed",0,0
11720440,"Similac Go and Grow Soy, infant formula, NS as to form",9402,"Formula, ready-to-feed",0,0
11720443,"Similac Go and Grow Soy, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",0,0
11720447,"Similac Go and Grow Soy, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",0,0
11720448,"Similac Go and Grow Soy, infant formula, prepared from powder, made with plain bottled water",9404,"Formula, prepared from powder",0,0
11720449,"Similac Go and Grow Soy, infant formula, prepared from powder, made with baby water",9404,"Formula, prepared from powder",0,0
11720610,"Gerber Good Start Soy Plus, infant formula, NS as to form",9402,"Formula, ready-to-feed",0,0
11720611,"Gerber Good Start Soy Plus, infant formula, ready-to-feed",9402,"Formula, ready-to-feed",0,0
11720612,"Gerber Good Start Soy Plus, infant formula, prepared from liquid concentrate, made with water, NFS",9406,"Formula, prepared from concentrate",0,0
11720613,"Gerber Good Start Soy Plus, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",0,0
11720614,"Gerber Good Start Soy Plus, infant formula, prepared from liquid concentrate, made with tap water",9406,"Formula, prepared from concentrate",0,0
11720615,"Gerber Good Start Soy Plus, infant formula, prepared from liquid concentrate, made with plain bottled water",9406,"Formula, prepared from concentrate",7,6
11720616,"Gerber Good Start Soy Plus, infant formula, prepared from liquid concentrate, made with baby water",9406,"Formula, prepared from concentrate",0,0
11720617,"Gerber Good Start Soy Plus, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",5,9
11720618,"Gerber Good Start Soy Plus, infant formula, prepared from powder, made with plain bottled water",9404,"Formula, prepared from powder",0,0
11720619,"Gerber Good Start Soy Plus, infant formula, prepared from powder, made with baby water",9404,"Formula, prepared from powder",1,6
11720620,"Gerber Good Start 2 Soy Plus, infant formula, NS as to form",9402,"Formula, ready-to-feed",0,0
11720623,"Gerber Good Start 2 Soy Plus, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",0,0
11720627,"Gerber Good Start 2 Soy Plus, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",0,0
11720628,"Gerber Good Start 2 Soy Plus, infant formula, prepared from powder, made with plain bottled water",9404,"Formula, prepared from powder",0,2
11720629,"Gerber Good Start 2 Soy Plus, infant formula, prepared from powder, made with baby water",9404,"Formula, prepared from powder",4,0
11720800,"America's Store Brand Soy, infant formula, NS as to form",9402,"Formula, ready-to-feed",0,0
11720801,"America's Store Brand Soy, infant formula, ready-to-feed",9402,"Formula, ready-to-feed",0,0
11720802,"America's Store Brand Soy, infant formula, prepared from liquid concentrate, made with water, NFS",9406,"Formula, prepared from concentrate",0,0
11720803,"America's Store Brand Soy, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",0,0
11720804,"America's Store Brand Soy, infant formula, prepared from liquid concentrate, made with tap water",9406,"Formula, prepared from concentrate",0,0
11720805,"America's Store Brand Soy, infant formula, prepared from liquid concentrate, made with plain bottled water",9406,"Formula, prepared from concentrate",0,0
11720806,"America's Store Brand Soy, infant formula, prepared from liquid concentrate, made with baby water",9406,"Formula, prepared from concentrate",0,0
11720807,"America's Store Brand Soy, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",0,0
11720808,"America's Store Brand Soy, infant formula, prepared from powder, made with plain bottled water",9404,"Formula, prepared from powder",9,0
11720809,"America's Store Brand Soy, infant formula, prepared from powder, made with baby water",9404,"Formula, prepared from powder",0,0
11740310,"Enfamil Nutramigen LIPIL, infant formula, NS as to form",9402,"Formula, ready-to-feed",0,0
11740311,"Enfamil Nutramigen LIPIL, infant formula, ready-to-feed",9402,"Formula, ready-to-feed",6,5
11740312,"Enfamil Nutramigen LIPIL, infant formula, prepared from liquid concentrate, made with water, NFS",9406,"Formula, prepared from concentrate",0,0
11740313,"Enfamil Nutramigen LIPIL, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",0,0
11740314,"Enfamil Nutramigen LIPIL, infant formula, prepared from liquid concentrate, made with tap water",9406,"Formula, prepared from concentrate",0,0
11740315,"Enfamil Nutramigen LIPIL, infant formula, prepared from liquid concentrate, made with plain bottled water",9406,"Formula, prepared from concentrate",0,0
11740316,"Enfamil Nutramigen LIPIL, infant formula, prepared from liquid concentrate, made with baby water",9406,"Formula, prepared from concentrate",0,0
11740317,"Enfamil Nutramigen LIPIL, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",0,1
11740318,"Enfamil Nutramigen LIPIL, infant formula, prepared from powder, made with plain bottled water",9404,"Formula, prepared from powder",3,0
11740319,"Enfamil Nutramigen LIPIL, infant formula, prepared from powder, made with baby water",9404,"Formula, prepared from powder",0,0
11740320,"Enfamil Nutramigen AA LIPIL, infant formula, NS as to form",9402,"Formula, ready-to-feed",0,0
11740323,"Enfamil Nutramigen AA LIPIL, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",0,0
11740327,"Enfamil Nutramigen AA LIPIL, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",0,0
11740328,"Enfamil Nutramigen AA LIPIL, infant formula, prepared from powder, made with plain bottled water",9404,"Formula, prepared from powder",0,0
11740329,"Enfamil Nutramigen AA LIPIL, infant formula, prepared from powder, made with baby water",9404,"Formula, prepared from powder",7,6
11740400,"Enfamil Pregestimil LIPIL, infant formula, NS as to form",9402,"Formula, ready-to-feed",0,0
11740401,"Enfamil Pregestimil LIPIL, infant formula, ready-to-feed",9402,"Formula, ready-to-feed",0,0
11740403,"Enfamil Pregestimil LIPIL, infant formula, prepared from powder, made with water, NFS",9404,"Formula, prepared from powder",0,0
11740407,"Enfmail Pregestimil LIPIL, infant formula, prepared from powder, made with tap water",9404,"Formula, prepared from powder",0,0
